epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,3653.73,1.31454,1.18185,1.25422,0.42149,0.30484,0.3046,0.1898,1.26481,1.07598,1.14033,0.0009142,0.0009142,0.0009142
28,3767.13,1.23704,1.08658,1.21977,0.42149,0.30484,0.3046,0.1898,1.26481,1.07598,1.14033,0.0009109,0.0009109,0.0009109
29,3895.5,1.2983,1.20028,1.22039,0.57607,0.33107,0.32897,0.19403,1.37038,1.12169,1.16021,0.0009076,0.0009076,0.0009076
30,4017.34,1.25173,1.10637,1.22356,0.64084,0.32662,0.3451,0.20681,1.30655,1.07395,1.16716,0.0009043,0.0009043,0.0009043
31,4147.52,1.29939,1.1357,1.22361,0.65005,0.34484,0.348,0.206,1.25442,0.98164,1.13139,0.000901,0.000901,0.000901
32,4266.92,1.24066,1.13081,1.20451,0.66614,0.34233,0.34444,0.20975,1.23348,0.95879,1.14235,0.0008977,0.0008977,0.0008977
33,4380.48,1.25742,1.11531,1.21208,0.65761,0.34467,0.34346,0.21513,1.22026,0.98893,1.11718,0.0008944,0.0008944,0.0008944
34,4523.21,1.21947,1.068,1.17787,0.65336,0.35034,0.3528,0.22109,1.21492,0.98811,1.10745,0.0008911,0.0008911,0.0008911
35,4670.34,1.24855,1.028,1.1763,0.68129,0.36543,0.36491,0.22642,1.21508,0.9421,1.09854,0.0008878,0.0008878,0.0008878
36,4802.07,1.17616,0.97743,1.19159,0.64477,0.35178,0.35503,0.22294,1.22493,0.88117,1.10398,0.0008845,0.0008845,0.0008845
37,4918.83,1.23518,1.06219,1.20984,0.63817,0.32879,0.34072,0.21735,1.17909,0.88419,1.10098,0.0008812,0.0008812,0.0008812
38,5030,1.18521,0.97414,1.20197,0.63817,0.32879,0.34072,0.21735,1.17909,0.88419,1.10098,0.0008779,0.0008779,0.0008779
39,5162.41,1.18528,0.98408,1.18041,0.64057,0.34108,0.35143,0.21868,1.17927,0.89948,1.08471,0.0008746,0.0008746,0.0008746
40,5273.91,1.21604,1.03888,1.2034,0.6529,0.35004,0.37131,0.22638,1.18991,0.96019,1.1202,0.0008713,0.0008713,0.0008713
41,5382.03,1.18427,0.99354,1.15561,0.67799,0.35476,0.41782,0.2468,1.15632,0.93289,1.10175,0.000868,0.000868,0.000868
42,5513.07,1.19803,0.96654,1.16115,0.70979,0.35813,0.43062,0.25115,1.21424,0.86536,1.10152,0.0008647,0.0008647,0.0008647
43,5649.25,1.19797,0.93825,1.15431,0.72178,0.35834,0.43066,0.25789,1.19258,0.85333,1.10169,0.0008614,0.0008614,0.0008614
44,5772.43,1.1864,0.90962,1.15723,0.72164,0.36122,0.42887,0.26078,1.15633,0.84137,1.09556,0.0008581,0.0008581,0.0008581
45,5892.94,1.20013,0.94767,1.17856,0.74727,0.35385,0.39373,0.25067,1.15737,0.82484,1.07783,0.0008548,0.0008548,0.0008548
46,6009.57,1.12754,0.87012,1.14078,0.74963,0.35342,0.39146,0.25242,1.13389,0.85394,1.08519,0.0008515,0.0008515,0.0008515
47,6135.89,1.16015,0.90284,1.15765,0.76302,0.35764,0.40498,0.25798,1.1144,0.82053,1.08712,0.0008482,0.0008482,0.0008482
48,6245.93,1.1249,0.88889,1.13329,0.73852,0.30546,0.36388,0.22631,1.16097,0.95314,1.11416,0.0008449,0.0008449,0.0008449
49,6369.87,1.12786,0.87121,1.13561,0.73852,0.30546,0.36388,0.22631,1.16097,0.95314,1.11416,0.0008416,0.0008416,0.0008416
50,6491.05,1.15553,0.87318,1.14511,0.75023,0.34443,0.40446,0.2553,1.17426,0.84069,1.07206,0.0008383,0.0008383,0.0008383
51,6616.27,1.09513,0.80458,1.12183,0.77217,0.36246,0.4086,0.26133,1.1253,0.78007,1.08079,0.000835,0.000835,0.000835
52,6745.84,1.14166,0.86608,1.12348,0.73302,0.3774,0.39803,0.25471,1.192,0.8924,1.08046,0.0008317,0.0008317,0.0008317
53,6852.02,1.18963,0.84571,1.1514,0.70658,0.38829,0.39101,0.24152,1.23809,0.9112,1.09176,0.0008284,0.0008284,0.0008284
54,6973.29,1.1419,0.86422,1.11719,0.74164,0.38347,0.41728,0.26112,1.16583,0.7995,1.06049,0.0008251,0.0008251,0.0008251
55,7081.36,1.09584,0.81179,1.09619,0.75384,0.36495,0.42606,0.26908,1.16746,0.77353,1.04658,0.0008218,0.0008218,0.0008218
56,7196.06,1.11272,0.85386,1.10665,0.75792,0.35668,0.42014,0.26318,1.19841,0.77584,1.07324,0.0008185,0.0008185,0.0008185
57,7322.56,1.1659,0.85941,1.12785,0.72942,0.37524,0.41939,0.27193,1.1604,0.77039,1.06772,0.0008152,0.0008152,0.0008152
58,7441.36,1.13037,0.83375,1.10033,0.75907,0.38004,0.41989,0.27731,1.12483,0.74462,1.04029,0.0008119,0.0008119,0.0008119
59,7561.17,1.13448,0.8099,1.09586,0.74714,0.37543,0.41232,0.27177,1.12462,0.76238,1.03987,0.0008086,0.0008086,0.0008086
60,7683.2,1.1235,0.84166,1.11083,0.74714,0.37543,0.41232,0.27177,1.12462,0.76238,1.03987,0.0008053,0.0008053,0.0008053
61,7793.05,1.13166,0.86044,1.11225,0.77409,0.37578,0.42183,0.27864,1.11371,0.7524,1.04448,0.000802,0.000802,0.000802
62,7915.9,1.15832,0.85667,1.10853,0.76848,0.38919,0.43534,0.28608,1.10682,0.72927,1.0441,0.0007987,0.0007987,0.0007987
63,8036.1,1.14058,0.78364,1.1149,0.75591,0.39191,0.45033,0.29103,1.13165,0.72603,1.0523,0.0007954,0.0007954,0.0007954
64,8166.42,1.16471,0.84725,1.11542,0.74756,0.3897,0.4693,0.30653,1.09548,0.71297,1.02491,0.0007921,0.0007921,0.0007921
65,8297.36,1.1209,0.82137,1.11201,0.93186,0.39753,0.47255,0.30897,1.08453,0.70854,1.03903,0.0007888,0.0007888,0.0007888
66,8433.38,1.10116,0.74794,1.11429,0.94984,0.38626,0.46444,0.30357,1.07335,0.7257,1.0335,0.0007855,0.0007855,0.0007855
67,8552.81,1.10011,0.78802,1.08253,0.93577,0.39671,0.51083,0.31556,1.12048,0.72255,1.02695,0.0007822,0.0007822,0.0007822
68,8675.81,1.09339,0.75724,1.08586,0.93191,0.40377,0.52317,0.33555,1.05218,0.69931,1.01792,0.0007789,0.0007789,0.0007789
69,8810.12,1.07772,0.78443,1.09167,0.9341,0.39665,0.48879,0.31416,1.08792,0.69954,1.02967,0.0007756,0.0007756,0.0007756
70,8949.24,1.10017,0.74676,1.10596,0.9341,0.39665,0.48879,0.31416,1.08792,0.69954,1.02967,0.0007723,0.0007723,0.0007723
71,9063.74,1.09004,0.79338,1.09873,0.92238,0.39618,0.47565,0.30075,1.08481,0.73923,1.02554,0.000769,0.000769,0.000769
72,9186.27,1.06501,0.72935,1.09494,0.91529,0.3981,0.45962,0.29506,1.07487,0.78387,1.04334,0.0007657,0.0007657,0.0007657
73,9303.18,1.05084,0.74627,1.06684,0.88126,0.38575,0.38777,0.25283,1.06579,0.893,1.03263,0.0007624,0.0007624,0.0007624
74,9418.43,1.06093,0.71212,1.08543,0.90301,0.39383,0.42395,0.27743,1.06262,0.71632,1.02667,0.0007591,0.0007591,0.0007591
75,9528.83,1.06756,0.7524,1.10398,0.92894,0.39324,0.46252,0.30334,1.04571,0.69733,0.9984,0.0007558,0.0007558,0.0007558
76,9653.6,1.07393,0.80112,1.0861,0.93109,0.39809,0.46579,0.30744,1.05157,0.67754,1.00964,0.0007525,0.0007525,0.0007525
77,9783.62,1.03822,0.70722,1.05979,0.94245,0.39888,0.48483,0.31968,1.04299,0.65618,0.99774,0.0007492,0.0007492,0.0007492
78,9898.85,1.04705,0.7365,1.06356,0.92291,0.41967,0.53288,0.34685,1.02712,0.64536,0.99778,0.0007459,0.0007459,0.0007459
79,10032.8,1.05917,0.73761,1.0701,0.92914,0.41709,0.6037,0.40496,1.02358,0.66116,0.99392,0.0007426,0.0007426,0.0007426
80,10145.1,1.0464,0.74262,1.05532,0.91996,0.41485,0.57951,0.37785,1.02512,0.6624,1.00586,0.0007393,0.0007393,0.0007393
81,10249.7,1.04338,0.66621,1.05625,0.91996,0.41485,0.57951,0.37785,1.02512,0.6624,1.00586,0.000736,0.000736,0.000736
82,10373.5,1.0087,0.71156,1.05122,0.90709,0.41819,0.53957,0.3593,1.00606,0.67521,0.9945,0.0007327,0.0007327,0.0007327
83,10486.4,1.06658,0.73346,1.06158,0.73988,0.50375,0.51235,0.34639,0.99421,0.66079,0.98614,0.0007294,0.0007294,0.0007294
84,10598.3,1.04502,0.67363,1.06707,0.74757,0.58385,0.57616,0.3803,0.99939,0.63603,0.99235,0.0007261,0.0007261,0.0007261
85,10724.5,1.08556,0.76581,1.07186,0.75577,0.58777,0.62576,0.40499,1.01205,0.63767,0.98981,0.0007228,0.0007228,0.0007228
86,10854.9,1.07039,0.74044,1.08233,0.81157,0.58332,0.62778,0.40936,1.02805,0.63825,0.98955,0.0007195,0.0007195,0.0007195
87,10969.5,1.06447,0.71434,1.05283,0.78076,0.58828,0.60581,0.39489,1.00269,0.62473,0.97909,0.0007162,0.0007162,0.0007162
88,11096.9,1.03206,0.68174,1.06006,0.91281,0.43951,0.55522,0.36542,1.03335,0.64108,0.97512,0.0007129,0.0007129,0.0007129
89,11202.2,1.02648,0.68863,1.06114,0.91379,0.41422,0.53569,0.35541,1.0315,0.6574,0.97807,0.0007096,0.0007096,0.0007096
90,11322.4,1.01862,0.69357,1.05866,0.92275,0.39912,0.57753,0.37962,1.03911,0.65821,0.98517,0.0007063,0.0007063,0.0007063
91,11436.6,1.06657,0.71504,1.06351,0.69389,0.51735,0.56243,0.38009,1.01753,0.63452,0.99262,0.000703,0.000703,0.000703
92,11554.5,1.00973,0.67047,1.04497,0.69389,0.51735,0.56243,0.38009,1.01753,0.63452,0.99262,0.0006997,0.0006997,0.0006997
93,11676.7,1.04042,0.70709,1.05046,0.75523,0.57003,0.63547,0.4118,1.00566,0.6084,0.98518,0.0006964,0.0006964,0.0006964
94,11793.6,1.00995,0.6635,1.02342,0.5916,0.57152,0.65728,0.42624,0.99068,0.606,0.98343,0.0006931,0.0006931,0.0006931
95,11918.7,1.01981,0.66558,1.03376,0.80848,0.57659,0.62942,0.41227,1.00295,0.63163,0.98231,0.0006898,0.0006898,0.0006898
96,12035,0.99885,0.65732,1.04387,0.77273,0.51713,0.61232,0.4169,0.98735,0.60971,0.9737,0.0006865,0.0006865,0.0006865
97,12152,1.02324,0.70413,1.03867,0.64811,0.62071,0.61915,0.42516,0.98972,0.59598,0.96611,0.0006832,0.0006832,0.0006832
98,12272.3,1.03672,0.67275,1.03843,0.67528,0.66664,0.64668,0.42477,1.00157,0.59769,0.96431,0.0006799,0.0006799,0.0006799
99,12401.9,1.02662,0.68284,1.04874,0.73993,0.65172,0.65056,0.43273,1.00085,0.60852,0.95895,0.0006766,0.0006766,0.0006766
100,12517.2,0.99538,0.64485,1.02294,0.81849,0.59807,0.67759,0.45274,0.97315,0.62977,0.96495,0.0006733,0.0006733,0.0006733
101,12633.3,0.98766,0.66084,1.03386,0.8776,0.55169,0.63095,0.42311,0.9967,0.6481,0.96296,0.00067,0.00067,0.00067
102,12755,0.9819,0.62533,1.02205,0.8776,0.55169,0.63095,0.42311,0.9967,0.6481,0.96296,0.0006667,0.0006667,0.0006667
103,12876.9,0.99596,0.61927,1.01586,0.90624,0.51861,0.61299,0.40246,0.98032,0.61955,0.9596,0.0006634,0.0006634,0.0006634
104,12978.9,0.96357,0.6668,1.01278,0.90049,0.50868,0.6008,0.40421,0.97649,0.63193,0.95845,0.0006601,0.0006601,0.0006601
105,13088.2,0.98676,0.64019,1.02664,0.87051,0.51157,0.59397,0.40761,0.9865,0.6621,0.95101,0.0006568,0.0006568,0.0006568
106,13197.7,1.01262,0.66743,1.031,0.78419,0.4604,0.59014,0.42206,0.98742,0.64233,0.95713,0.0006535,0.0006535,0.0006535
107,13314.5,0.99638,0.64326,1.02157,0.81048,0.52698,0.65055,0.46946,0.971,0.60123,0.95879,0.0006502,0.0006502,0.0006502
108,13430.9,1.00482,0.63621,1.03201,0.81044,0.59326,0.64438,0.46743,0.95251,0.58097,0.95136,0.0006469,0.0006469,0.0006469
109,13555.8,0.97338,0.64235,1.0236,0.91424,0.49231,0.64004,0.45842,0.98214,0.58511,0.95613,0.0006436,0.0006436,0.0006436
110,13676.1,1.00018,0.69094,1.00569,0.92071,0.53001,0.64059,0.44441,0.98382,0.59475,0.95547,0.0006403,0.0006403,0.0006403
111,13806,0.97931,0.65093,1.00515,0.88743,0.55917,0.65718,0.45479,0.97037,0.60273,0.95347,0.000637,0.000637,0.000637
112,13926.8,0.98545,0.63051,1.00538,0.82261,0.57306,0.71335,0.51264,0.9419,0.57396,0.94552,0.0006337,0.0006337,0.0006337
113,14044,0.97164,0.59697,1.01891,0.82261,0.57306,0.71335,0.51264,0.9419,0.57396,0.94552,0.0006304,0.0006304,0.0006304
114,14155.2,0.96164,0.61305,1.00914,0.85769,0.57047,0.7379,0.53596,0.94671,0.58631,0.94509,0.0006271,0.0006271,0.0006271
115,14280.2,0.96633,0.6146,0.99792,0.84938,0.56807,0.7404,0.53434,0.98234,0.59886,0.95427,0.0006238,0.0006238,0.0006238
116,14409.1,1.01879,0.62924,1.03384,0.84072,0.62362,0.7609,0.53059,0.97822,0.60521,0.9485,0.0006205,0.0006205,0.0006205
117,14519.1,0.99639,0.6296,1.03283,0.83744,0.56587,0.74394,0.51126,0.94385,0.575,0.94628,0.0006172,0.0006172,0.0006172
118,14627,0.97742,0.64066,1.02293,0.74353,0.5533,0.69571,0.48232,0.94143,0.56819,0.94282,0.0006139,0.0006139,0.0006139
119,14741.9,0.96807,0.61479,1.00252,0.76145,0.55971,0.68051,0.47766,0.95488,0.56546,0.94319,0.0006106,0.0006106,0.0006106
120,14861,0.99568,0.61363,1.02051,0.87093,0.54721,0.69968,0.47313,0.9428,0.57531,0.93767,0.0006073,0.0006073,0.0006073
121,14977.7,0.94654,0.61704,1.00657,0.88562,0.5456,0.6953,0.46778,0.94367,0.57653,0.93705,0.000604,0.000604,0.000604
122,15096.2,0.962,0.6094,0.99622,0.90391,0.55103,0.7091,0.47939,0.93585,0.57475,0.93141,0.0006007,0.0006007,0.0006007
123,15216.6,0.96116,0.61938,0.99448,0.93731,0.54541,0.78759,0.52931,0.93377,0.5544,0.93414,0.0005974,0.0005974,0.0005974
124,15329.3,0.97305,0.59531,1.001,0.93731,0.54541,0.78759,0.52931,0.93377,0.5544,0.93414,0.0005941,0.0005941,0.0005941
125,15411.9,0.97866,0.60893,1.00981,0.9236,0.59934,0.81822,0.56641,0.92347,0.54238,0.92611,0.0005908,0.0005908,0.0005908
126,15542.1,0.99891,0.61665,1.01844,0.93531,0.60643,0.82314,0.57952,0.9321,0.53853,0.92435,0.0005875,0.0005875,0.0005875
127,15652.1,0.96692,0.58976,0.99077,0.94483,0.60462,0.85038,0.60265,0.9529,0.54843,0.92493,0.0005842,0.0005842,0.0005842
128,15777.8,0.97502,0.60377,1.00075,0.95231,0.60053,0.85779,0.60596,0.96081,0.55362,0.93765,0.0005809,0.0005809,0.0005809
129,15890.4,1.0023,0.64551,1.02648,0.94074,0.60187,0.88916,0.64781,0.92917,0.55379,0.93958,0.0005776,0.0005776,0.0005776
130,15993.9,0.95352,0.59763,0.99026,0.94884,0.589,0.91593,0.68601,0.941,0.5561,0.92505,0.0005743,0.0005743,0.0005743
131,16124.2,0.98009,0.61833,0.98993,0.96826,0.58094,0.93976,0.67535,0.93032,0.54365,0.93005,0.000571,0.000571,0.000571
132,16229.9,0.9325,0.56729,0.98455,0.95796,0.59861,0.94591,0.67557,0.92398,0.53552,0.92704,0.0005677,0.0005677,0.0005677
133,16347.4,0.97722,0.60527,0.99141,0.97074,0.59847,0.93698,0.68387,0.92247,0.53335,0.92492,0.0005644,0.0005644,0.0005644
134,16459.8,0.93049,0.59979,0.97892,0.97074,0.59847,0.93698,0.68387,0.92247,0.53335,0.92492,0.0005611,0.0005611,0.0005611
135,16578,0.95205,0.58176,0.99476,0.97278,0.59891,0.89623,0.65816,0.91374,0.53347,0.91515,0.0005578,0.0005578,0.0005578
136,16693.1,0.95067,0.56383,0.97674,0.96331,0.60302,0.90573,0.65795,0.90791,0.53134,0.91493,0.0005545,0.0005545,0.0005545
137,16800.5,0.95897,0.56536,0.97833,0.97031,0.59156,0.94159,0.69127,0.91261,0.53071,0.91946,0.0005512,0.0005512,0.0005512
138,16949.7,0.95318,0.57285,0.98444,0.96513,0.57901,0.94429,0.68061,0.92215,0.54168,0.92292,0.0005479,0.0005479,0.0005479
139,17058.4,0.95526,0.56644,0.97976,0.95631,0.57738,0.90529,0.66654,0.92608,0.55017,0.91923,0.0005446,0.0005446,0.0005446
140,17179.8,0.93226,0.5625,0.9899,0.94578,0.59095,0.89425,0.6467,0.90866,0.53354,0.91228,0.0005413,0.0005413,0.0005413
141,17293.7,0.94929,0.54718,0.97408,0.95748,0.58646,0.88395,0.65185,0.90585,0.53178,0.91585,0.000538,0.000538,0.000538
142,17367.8,0.94056,0.54323,0.98968,0.96849,0.58915,0.83982,0.61322,0.90311,0.525,0.9162,0.0005347,0.0005347,0.0005347
143,17483.2,0.9639,0.56072,0.98836,0.97193,0.59135,0.81434,0.59612,0.90414,0.52,0.91292,0.0005314,0.0005314,0.0005314
144,17605.9,0.92135,0.54434,0.97255,0.97191,0.60246,0.82266,0.60039,0.9041,0.50688,0.91422,0.0005281,0.0005281,0.0005281
145,17728.7,0.97357,0.59431,0.97772,0.97191,0.60246,0.82266,0.60039,0.9041,0.50688,0.91422,0.0005248,0.0005248,0.0005248
146,17865.7,0.94,0.57774,0.96448,0.88964,0.6769,0.80581,0.57764,0.89761,0.50427,0.90746,0.0005215,0.0005215,0.0005215
147,17981.3,0.95287,0.60023,0.9689,0.9688,0.60997,0.81939,0.58954,0.91175,0.50823,0.90913,0.0005182,0.0005182,0.0005182
148,18092.9,0.92307,0.55639,0.97605,0.96262,0.61033,0.85424,0.60908,0.90755,0.53421,0.90282,0.0005149,0.0005149,0.0005149
149,18204.4,0.93757,0.56589,0.96895,0.96764,0.61669,0.89705,0.64754,0.90661,0.51948,0.90368,0.0005116,0.0005116,0.0005116
150,18314,0.94491,0.59445,0.97875,0.96186,0.62662,0.91158,0.65663,0.91089,0.50973,0.90306,0.0005083,0.0005083,0.0005083
151,18421.2,0.96237,0.6081,0.98328,0.96129,0.62948,0.92219,0.69279,0.92113,0.51376,0.91431,0.000505,0.000505,0.000505
152,18548.8,0.93747,0.5624,0.99276,0.81456,0.72783,0.85516,0.63225,0.90318,0.5161,0.91512,0.0005017,0.0005017,0.0005017
153,18677.1,0.91989,0.54301,0.96952,0.85015,0.71309,0.84558,0.61607,0.91354,0.53181,0.90703,0.0004984,0.0004984,0.0004984
154,18794,0.91209,0.56634,0.96915,0.84513,0.71297,0.89603,0.63725,0.93338,0.53278,0.9149,0.0004951,0.0004951,0.0004951
155,18912.8,0.9538,0.55441,0.98891,0.94422,0.61653,0.87309,0.62413,0.89724,0.52865,0.90553,0.0004918,0.0004918,0.0004918
156,19025.2,0.91449,0.52863,0.96506,0.94422,0.61653,0.87309,0.62413,0.89724,0.52865,0.90553,0.0004885,0.0004885,0.0004885
157,19123.8,0.93119,0.52635,0.96769,0.93965,0.61551,0.872,0.62305,0.90247,0.52119,0.91397,0.0004852,0.0004852,0.0004852
158,19242.7,0.94133,0.5301,0.97685,0.95758,0.61027,0.85681,0.61737,0.90471,0.52366,0.9203,0.0004819,0.0004819,0.0004819
159,19356.7,0.92348,0.53752,0.95022,0.6347,0.68656,0.85747,0.61017,0.87156,0.53048,0.90107,0.0004786,0.0004786,0.0004786
160,19487.2,0.93195,0.55572,0.97708,0.66552,0.70787,0.86121,0.60622,0.876,0.53949,0.90043,0.0004753,0.0004753,0.0004753
161,19605.6,0.94691,0.58522,0.98543,0.97199,0.5971,0.86054,0.58991,0.89083,0.53463,0.9038,0.000472,0.000472,0.000472
162,19738.2,0.92297,0.53656,0.97706,0.96173,0.59824,0.88705,0.60929,0.88374,0.51979,0.8988,0.0004687,0.0004687,0.0004687
163,19853.6,0.93433,0.55627,0.97704,0.96298,0.60126,0.92255,0.66649,0.89794,0.51211,0.90429,0.0004654,0.0004654,0.0004654
164,19967.4,0.91562,0.51803,0.95786,0.7339,0.71183,0.90885,0.67768,0.88942,0.50606,0.89986,0.0004621,0.0004621,0.0004621
165,20078,0.92597,0.5162,0.96426,0.83238,0.66118,0.91197,0.67558,0.86714,0.49433,0.88622,0.0004588,0.0004588,0.0004588
166,20198.6,0.92562,0.53856,0.96383,0.83238,0.66118,0.91197,0.67558,0.86714,0.49433,0.88622,0.0004555,0.0004555,0.0004555
167,20323.9,0.91949,0.54221,0.96416,0.88289,0.68364,0.93528,0.69621,0.86894,0.49025,0.88554,0.0004522,0.0004522,0.0004522
168,20453.5,0.90277,0.50077,0.96699,0.86976,0.70101,0.9613,0.7107,0.87279,0.49347,0.8864,0.0004489,0.0004489,0.0004489
169,20588.2,0.91621,0.52066,0.95727,0.87092,0.70099,0.95294,0.69223,0.88704,0.50241,0.8862,0.0004456,0.0004456,0.0004456
170,20708.2,0.90154,0.51575,0.94967,0.83347,0.71815,0.92973,0.68847,0.87604,0.50329,0.88903,0.0004423,0.0004423,0.0004423
171,20823.6,0.91961,0.52121,0.96773,0.85048,0.71933,0.92643,0.69035,0.86799,0.49869,0.88932,0.000439,0.000439,0.000439
172,20948.4,0.91895,0.53684,0.96357,0.87837,0.73365,0.92961,0.67901,0.85872,0.48522,0.88769,0.0004357,0.0004357,0.0004357
173,21062.2,0.88599,0.49242,0.95678,0.89114,0.70837,0.93391,0.68415,0.86695,0.49061,0.8899,0.0004324,0.0004324,0.0004324
174,21175.7,0.89631,0.56219,0.95005,0.93459,0.68977,0.94834,0.70938,0.86608,0.48512,0.89005,0.0004291,0.0004291,0.0004291
175,21301.3,0.92366,0.52592,0.94706,0.89083,0.66317,0.92056,0.70841,0.84389,0.47914,0.88868,0.0004258,0.0004258,0.0004258
176,21426.4,0.87873,0.52586,0.95452,0.92313,0.70815,0.9153,0.69405,0.85346,0.48702,0.88685,0.0004225,0.0004225,0.0004225
177,21539.2,0.87244,0.50671,0.96454,0.92313,0.70815,0.9153,0.69405,0.85346,0.48702,0.88685,0.0004192,0.0004192,0.0004192
178,21644.5,0.91512,0.51519,0.94912,0.89862,0.65874,0.87572,0.64826,0.85931,0.49744,0.88276,0.0004159,0.0004159,0.0004159
179,21760.6,0.93023,0.54447,0.97723,0.84153,0.65289,0.8547,0.6219,0.84154,0.50663,0.88227,0.0004126,0.0004126,0.0004126
180,21870.5,0.88726,0.52411,0.94702,0.83779,0.66329,0.83991,0.60295,0.82844,0.4909,0.88029,0.0004093,0.0004093,0.0004093
181,21996.4,0.89849,0.51287,0.9632,0.82746,0.66883,0.84124,0.60139,0.82758,0.47955,0.88367,0.000406,0.000406,0.000406
182,22117.2,0.87773,0.49916,0.94966,0.82916,0.67459,0.85461,0.61139,0.82597,0.47281,0.88123,0.0004027,0.0004027,0.0004027
183,22228.1,0.89457,0.50741,0.96041,0.80756,0.6982,0.85893,0.63573,0.84662,0.47423,0.88337,0.0003994,0.0003994,0.0003994
184,22348.5,0.86892,0.4932,0.94713,0.86119,0.70719,0.88353,0.67344,0.82492,0.46904,0.8809,0.0003961,0.0003961,0.0003961
185,22459.4,0.88633,0.51303,0.93485,0.86481,0.73307,0.90377,0.70321,0.83269,0.48267,0.88074,0.0003928,0.0003928,0.0003928
