epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,22578.9,0.90306,0.50919,0.93933,0.86478,0.70206,0.89265,0.69479,0.83821,0.50174,0.88234,0.0003895,0.0003895,0.0003895
187,22698.3,0.88871,0.52685,0.95679,0.86666,0.73876,0.90708,0.70918,0.8261,0.49403,0.87709,0.0003862,0.0003862,0.0003862
188,22813.6,0.86523,0.48823,0.94271,0.86666,0.73876,0.90708,0.70918,0.8261,0.49403,0.87709,0.0003829,0.0003829,0.0003829
189,22932.6,0.88408,0.51188,0.94114,0.87307,0.73576,0.91971,0.72103,0.8139,0.48042,0.87248,0.0003796,0.0003796,0.0003796
190,23047.1,0.87414,0.50993,0.93661,0.76038,0.8426,0.93008,0.73545,0.82703,0.47422,0.87343,0.0003763,0.0003763,0.0003763
191,23177.2,0.91069,0.5037,0.95305,0.75465,0.90405,0.90717,0.71803,0.83799,0.47198,0.87592,0.000373,0.000373,0.000373
192,23290.4,0.86917,0.48304,0.93246,0.74633,0.92521,0.90964,0.71136,0.83121,0.46438,0.87767,0.0003697,0.0003697,0.0003697
193,23418.1,0.86593,0.48593,0.94602,0.70146,0.90609,0.88287,0.70919,0.82189,0.46856,0.8755,0.0003664,0.0003664,0.0003664
194,23527.7,0.86995,0.4803,0.94153,0.67841,0.89162,0.87778,0.7143,0.82562,0.47365,0.8708,0.0003631,0.0003631,0.0003631
195,23638.5,0.87274,0.48418,0.93638,0.67557,0.89111,0.8757,0.70581,0.82315,0.47294,0.87079,0.0003598,0.0003598,0.0003598
196,23747.9,0.86362,0.47357,0.92976,0.7041,0.92444,0.88237,0.70899,0.8187,0.47381,0.87101,0.0003565,0.0003565,0.0003565
197,23871.6,0.86407,0.49654,0.95953,0.7347,0.92575,0.88333,0.68888,0.85358,0.47952,0.87974,0.0003532,0.0003532,0.0003532
198,23997.9,0.88632,0.49967,0.96184,0.7347,0.92575,0.88333,0.68888,0.85358,0.47952,0.87974,0.0003499,0.0003499,0.0003499
199,24110.8,0.88722,0.50825,0.95168,0.74752,0.9255,0.90781,0.70543,0.84886,0.47247,0.87729,0.0003466,0.0003466,0.0003466
200,24232.5,0.86782,0.50333,0.94612,0.757,0.9596,0.93996,0.75012,0.81299,0.45944,0.8709,0.0003433,0.0003433,0.0003433
201,24368.7,0.85546,0.47128,0.93048,0.739,0.9596,0.93502,0.75489,0.81039,0.46301,0.86927,0.00034,0.00034,0.00034
202,24496.1,0.85432,0.47477,0.90831,0.71268,0.95934,0.91662,0.72869,0.81626,0.47383,0.86862,0.0003367,0.0003367,0.0003367
203,24607.6,0.83071,0.46141,0.92135,0.6934,0.95544,0.90206,0.69169,0.83228,0.4877,0.87415,0.0003334,0.0003334,0.0003334
204,24710.2,0.86854,0.46962,0.94269,0.69322,0.95281,0.89283,0.66356,0.85547,0.49634,0.87632,0.0003301,0.0003301,0.0003301
205,24823.9,0.86916,0.47217,0.93637,0.6981,0.94231,0.90404,0.67441,0.83754,0.49041,0.87296,0.0003268,0.0003268,0.0003268
206,24935,0.85988,0.47034,0.92091,0.71368,0.94492,0.9163,0.70643,0.80939,0.47755,0.87111,0.0003235,0.0003235,0.0003235
207,25056.6,0.85508,0.4679,0.94158,0.72162,0.9467,0.91198,0.69617,0.80346,0.47403,0.87396,0.0003202,0.0003202,0.0003202
208,25174.4,0.87639,0.49084,0.95117,0.7568,0.91661,0.91117,0.70201,0.79736,0.46743,0.87268,0.0003169,0.0003169,0.0003169
209,25297.9,0.85591,0.49064,0.9449,0.7568,0.91661,0.91117,0.70201,0.79736,0.46743,0.87268,0.0003136,0.0003136,0.0003136
210,25425.3,0.85119,0.47173,0.9594,0.78075,0.91661,0.90862,0.69719,0.79852,0.46528,0.87094,0.0003103,0.0003103,0.0003103
211,25540.3,0.86272,0.48771,0.94664,0.79667,0.91408,0.9069,0.69739,0.79649,0.45966,0.87268,0.000307,0.000307,0.000307
212,25654,0.85047,0.46432,0.94885,0.81002,0.88876,0.88666,0.69799,0.7938,0.45634,0.8731,0.0003037,0.0003037,0.0003037
213,25759,0.82472,0.46978,0.92393,0.86879,0.88876,0.89974,0.72175,0.78157,0.45239,0.87104,0.0003004,0.0003004,0.0003004
214,25889.5,0.85148,0.48257,0.92439,0.93522,0.88428,0.92912,0.73525,0.78591,0.45467,0.86593,0.0002971,0.0002971,0.0002971
215,26013.8,0.81922,0.46552,0.92732,0.93803,0.85807,0.94216,0.75427,0.78755,0.47327,0.86461,0.0002938,0.0002938,0.0002938
216,26127.8,0.8704,0.4953,0.93598,0.89693,0.88036,0.96831,0.7818,0.8248,0.47668,0.86572,0.0002905,0.0002905,0.0002905
217,26252.6,0.8548,0.49136,0.94529,0.88691,0.94165,0.98134,0.79972,0.89262,0.47838,0.87068,0.0002872,0.0002872,0.0002872
218,26386.5,0.86426,0.49169,0.94164,0.88218,0.95463,0.98286,0.77815,0.88282,0.4741,0.8719,0.0002839,0.0002839,0.0002839
219,26502.4,0.86449,0.49446,0.94183,0.88835,0.97635,0.98936,0.8019,0.81734,0.45325,0.8671,0.0002806,0.0002806,0.0002806
220,26634.5,0.837,0.47028,0.93967,0.88835,0.97635,0.98936,0.8019,0.81734,0.45325,0.8671,0.0002773,0.0002773,0.0002773
221,26758.2,0.83371,0.4624,0.90953,0.89889,0.97737,0.99126,0.80843,0.77435,0.43502,0.86182,0.000274,0.000274,0.000274
222,26882.8,0.82711,0.46322,0.92718,0.9386,0.93369,0.99114,0.80762,0.77239,0.43611,0.85977,0.0002707,0.0002707,0.0002707
223,26996.5,0.82706,0.46443,0.91928,0.93354,0.93127,0.99024,0.80105,0.79308,0.44837,0.86199,0.0002674,0.0002674,0.0002674
224,27124.4,0.85574,0.46986,0.93883,0.91292,0.96654,0.99027,0.79587,0.79821,0.45319,0.86088,0.0002641,0.0002641,0.0002641
225,27246.5,0.85795,0.47067,0.9502,0.94135,0.96087,0.9898,0.80387,0.79,0.45004,0.86119,0.0002608,0.0002608,0.0002608
226,27376,0.86643,0.46729,0.94069,0.96716,0.94219,0.99063,0.79676,0.79573,0.44893,0.86083,0.0002575,0.0002575,0.0002575
227,27519.7,0.81858,0.45856,0.92343,0.96978,0.94563,0.99068,0.79907,0.78539,0.44142,0.86101,0.0002542,0.0002542,0.0002542
228,27653.7,0.82599,0.47352,0.92125,0.96785,0.95956,0.99179,0.79911,0.76553,0.42986,0.85902,0.0002509,0.0002509,0.0002509
229,27783.8,0.80272,0.45307,0.922,0.96322,0.96619,0.99097,0.79496,0.75274,0.42308,0.85826,0.0002476,0.0002476,0.0002476
230,27910,0.83937,0.48224,0.94668,0.96322,0.96619,0.99097,0.79496,0.75274,0.42308,0.85826,0.0002443,0.0002443,0.0002443
231,28029.5,0.82079,0.45393,0.92738,0.94295,0.97672,0.99172,0.79442,0.74352,0.41988,0.85683,0.000241,0.000241,0.000241
232,28136.6,0.81312,0.45382,0.91781,0.92261,0.9761,0.98597,0.79042,0.75291,0.42815,0.85812,0.0002377,0.0002377,0.0002377
233,28248.9,0.83311,0.44991,0.93105,0.91801,0.97314,0.96896,0.78356,0.77284,0.44565,0.86032,0.0002344,0.0002344,0.0002344
234,28361.5,0.84178,0.45593,0.92831,0.91494,0.97481,0.96161,0.78201,0.78055,0.45308,0.86031,0.0002311,0.0002311,0.0002311
235,28487.2,0.83743,0.47332,0.91804,0.909,0.96652,0.96133,0.77492,0.77189,0.44834,0.85789,0.0002278,0.0002278,0.0002278
236,28607.4,0.81884,0.45864,0.91043,0.90679,0.96797,0.98161,0.79547,0.76336,0.44122,0.85377,0.0002245,0.0002245,0.0002245
237,28733,0.82681,0.44692,0.9202,0.90896,0.97166,0.98112,0.79677,0.75313,0.43251,0.8501,0.0002212,0.0002212,0.0002212
238,28839.2,0.80373,0.45813,0.90167,0.9106,0.96741,0.98106,0.79715,0.74477,0.43002,0.85148,0.0002179,0.0002179,0.0002179
239,28969.2,0.82328,0.44858,0.9112,0.91925,0.9787,0.98149,0.79635,0.74798,0.43175,0.85368,0.0002146,0.0002146,0.0002146
240,29089.4,0.8339,0.4653,0.93113,0.96063,0.93729,0.98241,0.79968,0.74916,0.43217,0.85318,0.0002113,0.0002113,0.0002113
241,29216.2,0.79976,0.44755,0.93033,0.96063,0.93729,0.98241,0.79968,0.74916,0.43217,0.85318,0.000208,0.000208,0.000208
242,29338,0.80929,0.44563,0.92734,0.98613,0.96317,0.99091,0.83062,0.75475,0.4315,0.85505,0.0002047,0.0002047,0.0002047
243,29460.4,0.82111,0.45724,0.92779,0.98433,0.9636,0.99108,0.82064,0.75515,0.42986,0.85634,0.0002014,0.0002014,0.0002014
244,29589.7,0.81369,0.46412,0.92407,0.98496,0.97139,0.99101,0.8259,0.75,0.42522,0.85527,0.0001981,0.0001981,0.0001981
245,29716.2,0.78581,0.43989,0.91917,0.97478,0.96218,0.99112,0.81432,0.74725,0.42106,0.85247,0.0001948,0.0001948,0.0001948
246,29828.1,0.83449,0.46743,0.92548,0.9617,0.953,0.99042,0.80077,0.75085,0.42571,0.85099,0.0001915,0.0001915,0.0001915
247,29944.1,0.82247,0.44828,0.92227,0.95008,0.95006,0.98736,0.7884,0.75265,0.43388,0.85138,0.0001882,0.0001882,0.0001882
248,30055.3,0.85342,0.4821,0.91386,0.87496,0.97097,0.97651,0.76668,0.78092,0.44323,0.85356,0.0001849,0.0001849,0.0001849
249,30168.8,0.8011,0.45672,0.91631,0.95162,0.9158,0.98284,0.77437,0.77809,0.437,0.85402,0.0001816,0.0001816,0.0001816
250,30294.1,0.77843,0.44878,0.90762,0.91364,0.97519,0.98978,0.77424,0.75178,0.43097,0.85428,0.0001783,0.0001783,0.0001783
251,30401.3,0.78555,0.44309,0.91456,0.92777,0.98098,0.99037,0.79069,0.7335,0.42697,0.8529,0.000175,0.000175,0.000175
252,30526.1,0.78153,0.45532,0.91982,0.92777,0.98098,0.99037,0.79069,0.7335,0.42697,0.8529,0.0001717,0.0001717,0.0001717
253,30652.4,0.76754,0.43756,0.9123,0.92557,0.97367,0.99053,0.79037,0.73574,0.42555,0.85178,0.0001684,0.0001684,0.0001684
254,30766.6,0.82264,0.47071,0.94432,0.95328,0.94326,0.98524,0.79219,0.73591,0.42467,0.84988,0.0001651,0.0001651,0.0001651
255,30890,0.78636,0.44245,0.9058,0.95398,0.94568,0.98171,0.80155,0.72789,0.41409,0.84732,0.0001618,0.0001618,0.0001618
256,31000.9,0.78105,0.42347,0.89936,0.94456,0.94285,0.97299,0.78431,0.72967,0.41489,0.8471,0.0001585,0.0001585,0.0001585
257,31133.9,0.79823,0.45292,0.91925,0.9461,0.94799,0.97625,0.78754,0.73437,0.41365,0.84701,0.0001552,0.0001552,0.0001552
258,31247.1,0.80729,0.46102,0.91025,0.91656,0.95601,0.96946,0.78268,0.74018,0.41556,0.84773,0.0001519,0.0001519,0.0001519
259,31355.9,0.79566,0.44833,0.91839,0.94987,0.90909,0.96308,0.78605,0.73238,0.41524,0.84619,0.0001486,0.0001486,0.0001486
260,31474.2,0.77977,0.43838,0.90321,0.94878,0.90836,0.96045,0.79046,0.72037,0.41276,0.84571,0.0001453,0.0001453,0.0001453
261,31592.1,0.80955,0.43073,0.91701,0.9508,0.91262,0.96308,0.79239,0.7173,0.41551,0.84534,0.000142,0.000142,0.000142
262,31697.5,0.80573,0.43799,0.92266,0.9508,0.91262,0.96308,0.79239,0.7173,0.41551,0.84534,0.0001387,0.0001387,0.0001387
263,31811,0.80771,0.4487,0.9151,0.95361,0.90972,0.96158,0.78314,0.72037,0.41966,0.84462,0.0001354,0.0001354,0.0001354
264,31913.3,0.7722,0.42376,0.90257,0.94742,0.90794,0.9553,0.77845,0.73717,0.42883,0.84482,0.0001321,0.0001321,0.0001321
265,32020.9,0.77427,0.429,0.90843,0.94522,0.90779,0.95208,0.78004,0.72986,0.42371,0.84394,0.0001288,0.0001288,0.0001288
266,32142,0.76619,0.44327,0.91076,0.95359,0.91285,0.96553,0.79997,0.71957,0.41878,0.84312,0.0001255,0.0001255,0.0001255
267,32268.5,0.74563,0.41354,0.90052,0.94787,0.92817,0.96992,0.80163,0.71381,0.41429,0.84225,0.0001222,0.0001222,0.0001222
268,32400.5,0.77593,0.43469,0.90338,0.94753,0.92982,0.9913,0.81311,0.71118,0.41486,0.84204,0.0001189,0.0001189,0.0001189
269,32502.7,0.77877,0.44297,0.90872,0.9492,0.93952,0.99121,0.81235,0.71477,0.4114,0.8418,0.0001156,0.0001156,0.0001156
270,32621.5,0.76004,0.42067,0.90579,0.92791,0.96494,0.99114,0.81493,0.71816,0.41158,0.84213,0.0001123,0.0001123,0.0001123
271,32742.5,0.79031,0.44301,0.92518,0.95153,0.96099,0.99127,0.81808,0.70958,0.4083,0.84137,0.000109,0.000109,0.000109
272,32856,0.77798,0.43594,0.911,0.96141,0.96827,0.99145,0.80449,0.71122,0.4104,0.84219,0.0001057,0.0001057,0.0001057
273,32990.5,0.77591,0.41876,0.90934,0.96141,0.96827,0.99145,0.80449,0.71122,0.4104,0.84219,0.0001024,0.0001024,0.0001024
274,33121.2,0.76493,0.41954,0.90294,0.96213,0.96445,0.9921,0.79647,0.71129,0.40865,0.84345,9.91e-05,9.91e-05,9.91e-05
275,33239.7,0.76897,0.43978,0.90864,0.96043,0.96546,0.99198,0.79799,0.71878,0.40939,0.84388,9.58e-05,9.58e-05,9.58e-05
276,33382.3,0.77402,0.45601,0.90688,0.95732,0.96482,0.99206,0.81198,0.72296,0.409,0.8431,9.25e-05,9.25e-05,9.25e-05
277,33514.7,0.77544,0.44199,0.90432,0.95572,0.96034,0.99211,0.80706,0.72201,0.4094,0.84417,8.92e-05,8.92e-05,8.92e-05
278,33643.9,0.78554,0.4326,0.90932,0.95244,0.95989,0.9915,0.8036,0.71151,0.40587,0.84247,8.59e-05,8.59e-05,8.59e-05
279,33762.7,0.7719,0.4275,0.90812,0.95881,0.93958,0.98596,0.79932,0.6955,0.40212,0.83941,8.26e-05,8.26e-05,8.26e-05
280,33888.2,0.76398,0.43465,0.89457,0.95429,0.94622,0.97926,0.80543,0.69144,0.40098,0.83816,7.93e-05,7.93e-05,7.93e-05
281,33999.4,0.75258,0.41924,0.89698,0.94342,0.95276,0.96967,0.80017,0.69646,0.40299,0.83909,7.6e-05,7.6e-05,7.6e-05
282,34111.4,0.76971,0.4272,0.91625,0.94623,0.95396,0.97091,0.79362,0.69471,0.40105,0.83894,7.27e-05,7.27e-05,7.27e-05
283,34231.9,0.79553,0.44947,0.91415,0.94135,0.95091,0.97135,0.79861,0.68904,0.39969,0.83885,6.94e-05,6.94e-05,6.94e-05
284,34367.8,0.77494,0.42668,0.91643,0.94135,0.95091,0.97135,0.79861,0.68904,0.39969,0.83885,6.61e-05,6.61e-05,6.61e-05
285,34497.2,0.76921,0.42554,0.90784,0.94199,0.95263,0.97049,0.80258,0.68486,0.39839,0.83809,6.28e-05,6.28e-05,6.28e-05
286,34622.7,0.79012,0.43902,0.92874,0.92628,0.9532,0.97384,0.79699,0.68469,0.39938,0.83836,5.95e-05,5.95e-05,5.95e-05
287,34772.1,0.72302,0.40053,0.89494,0.9216,0.95289,0.97392,0.79747,0.68171,0.39905,0.83759,5.62e-05,5.62e-05,5.62e-05
288,34884.5,0.74851,0.42916,0.90587,0.93062,0.95235,0.97735,0.79606,0.68051,0.39665,0.83728,5.29e-05,5.29e-05,5.29e-05
289,35004.5,0.75697,0.4299,0.91682,0.9276,0.94901,0.97552,0.79511,0.68107,0.39724,0.83685,4.96e-05,4.96e-05,4.96e-05
290,35123.9,0.75306,0.41847,0.89468,0.94099,0.93385,0.97299,0.79738,0.68423,0.40037,0.83726,4.63e-05,4.63e-05,4.63e-05
291,35283.8,0.76554,0.43449,0.84851,0.94908,0.91392,0.96737,0.78102,0.69274,0.40655,0.83719,4.3e-05,4.3e-05,4.3e-05
292,35401.8,0.73539,0.42531,0.85381,0.91125,0.94882,0.98002,0.80349,0.70045,0.41062,0.83838,3.97e-05,3.97e-05,3.97e-05
293,35523,0.74539,0.44011,0.85932,0.91201,0.95414,0.99242,0.8087,0.69966,0.40927,0.83863,3.64e-05,3.64e-05,3.64e-05
294,35636.9,0.76017,0.45889,0.86286,0.91201,0.95414,0.99242,0.8087,0.69966,0.40927,0.83863,3.31e-05,3.31e-05,3.31e-05
295,35769.9,0.79397,0.46719,0.86618,0.9087,0.9538,0.99219,0.80408,0.69999,0.40983,0.83924,2.98e-05,2.98e-05,2.98e-05
296,35895.1,0.74805,0.45079,0.86792,0.91414,0.96774,0.99232,0.8008,0.70055,0.40757,0.83875,2.65e-05,2.65e-05,2.65e-05
297,36006.7,0.77514,0.45169,0.86556,0.91577,0.98407,0.99206,0.8005,0.69858,0.40563,0.8388,2.32e-05,2.32e-05,2.32e-05
298,36118.2,0.76118,0.45357,0.84935,0.91228,0.97143,0.99216,0.79803,0.70318,0.40844,0.83888,1.99e-05,1.99e-05,1.99e-05
299,36231.9,0.74878,0.43631,0.85329,0.91106,0.98515,0.99245,0.80048,0.69599,0.40302,0.83778,1.66e-05,1.66e-05,1.66e-05
300,36352.2,0.72427,0.41843,0.85586,0.90611,0.99424,0.99214,0.80472,0.69214,0.40023,0.83799,1.33e-05,1.33e-05,1.33e-05
